121 968
  0   1   2   3   4   5   6   7   8   9  10 
 64  53  42  31  20   9 119 108  97  86  75 
 65  54  43  32  21  10 120 109  98  87  76 
 55  44  33  22  11   0 110  99  88  77  66 
 56  45  34  23  12   1 111 100  89  78  67 
 57  46  35  24  13   2 112 101  90  79  68 
 58  47  36  25  14   3 113 102  91  80  69 
 59  48  37  26  15   4 114 103  92  81  70 
 60  49  38  27  16   5 115 104  93  82  71 
 61  50  39  28  17   6 116 105  94  83  72 

 72  83  94 105 116   6  17  28  39  50  61 
 71  82  93 104 115   5  16  27  38  49  60 
 70  81  92 103 114   4  15  26  37  48  59 
 69  80  91 102 113   3  14  25  36  47  58 
 68  79  90 101 112   2  13  24  35  46  57 
 67  78  89 100 111   1  12  23  34  45  56 
 66  77  88  99 110   0  11  22  33  44  55 
 76  87  98 109 120  10  21  32  43  54  65 
 75  86  97 108 119   9  20  31  42  53  64 
 74  85  96 107 118   8  19  30  41  52  63 
 73  84  95 106 117   7  18  29  40  51  62 

 61  50  39  28  17   6 116 105  94  83  72 
 60  49  38  27  16   5 115 104  93  82  71 
 59  48  37  26  15   4 114 103  92  81  70 
 58  47  36  25  14   3 113 102  91  80  69 
 57  46  35  24  13   2 112 101  90  79  68 
 56  45  34  23  12   1 111 100  89  78  67 
 55  44  33  22  11   0 110  99  88  77  66 
 65  54  43  32  21  10 120 109  98  87  76 
 64  53  42  31  20   9 119 108  97  86  75 
 63  52  41  30  19   8 118 107  96  85  74 
 62  51  40  29  18   7 117 106  95  84  73 

 84  85  86  87  77  78  79  80  81  82  83 
 95  96  97  98  88  89  90  91  92  93  94 
106 107 108 109  99 100 101 102 103 104 105 
117 118 119 120 110 111 112 113 114 115 116 
  7   8   9  10   0   1   2   3   4   5   6 
 18  19  20  21  11  12  13  14  15  16  17 
 29  30  31  32  22  23  24  25  26  27  28 
 40  41  42  43  33  34  35  36  37  38  39 
 51  52  53  54  44  45  46  47  48  49  50 
 62  63  64  65  55  56  57  58  59  60  61 
 73  74  75  76  66  67  68  69  70  71  72 

 83  82  81  80  79  78  77  87  86  85  84 
 94  93  92  91  90  89  88  98  97  96  95 
105 104 103 102 101 100  99 109 108 107 106 
116 115 114 113 112 111 110 120 119 118 117 
  6   5   4   3   2   1   0  10   9   8   7 
 17  16  15  14  13  12  11  21  20  19  18 
 28  27  26  25  24  23  22  32  31  30  29 
 39  38  37  36  35  34  33  43  42  41  40 
 50  49  48  47  46  45  44  54  53  52  51 
 61  60  59  58  57  56  55  65  64  63  62 
 72  71  70  69  68  67  66  76  75  74  73 

 73  74  75  76  66  67  68  69  70  71  72 
 62  63  64  65  55  56  57  58  59  60  61 
 51  52  53  54  44  45  46  47  48  49  50 
 40  41  42  43  33  34  35  36  37  38  39 
 29  30  31  32  22  23  24  25  26  27  28 
 18  19  20  21  11  12  13  14  15  16  17 
  7   8   9  10   0   1   2   3   4   5   6 
117 118 119 120 110 111 112 113 114 115 116 
106 107 108 109  99 100 101 102 103 104 105 
 95  96  97  98  88  89  90  91  92  93  94 
 84  85  86  87  77  78  79  80  81  82  83 

 72  71  70  69  68  67  66  76  75  74  73 
 61  60  59  58  57  56  55  65  64  63  62 
 50  49  48  47  46  45  44  54  53  52  51 
 39  38  37  36  35  34  33  43  42  41  40 
 28  27  26  25  24  23  22  32  31  30  29 
 17  16  15  14  13  12  11  21  20  19  18 
  6   5   4   3   2   1   0  10   9   8   7 
116 115 114 113 112 111 110 120 119 118 117 
105 104 103 102 101 100  99 109 108 107 106 
 94  93  92  91  90  89  88  98  97  96  95 
 83  82  81  80  79  78  77  87  86  85  84 

 84  95 106 117   7  18  29  40  51  62  73 
 85  96 107 118   8  19  30  41  52  63  74 
 86  97 108 119   9  20  31  42  53  64  75 
 87  98 109 120  10  21  32  43  54  65  76 
 77  88  99 110   0  11  22  33  44  55  66 
 78  89 100 111   1  12  23  34  45  56  67 
 79  90 101 112   2  13  24  35  46  57  68 
 80  91 102 113   3  14  25  36  47  58  69 
 81  92 103 114   4  15  26  37  48  59  70 
 82  93 104 115   5  16  27  38  49  60  71 
 83  94 105 116   6  17  28  39  50  61  72 

 73  62  51  40  29  18   7 117 106  95  84 
 74  63  52  41  30  19   8 118 107  96  85 
 75  64  53  42  31  20   9 119 108  97  86 
 76  65  54  43  32  21  10 120 109  98  87 
 66  55  44  33  22  11   0 110  99  88  77 
 67  56  45  34  23  12   1 111 100  89  78 
 68  57  46  35  24  13   2 112 101  90  79 
 69  58  47  36  25  14   3 113 102  91  80 
 70  59  48  37  26  15   4 114 103  92  81 
 71  60  49  38  27  16   5 115 104  93  82 
 72  61  50  39  28  17   6 116 105  94  83 

 83  94 105 116   6  17  28  39  50  61  72 
 82  93 104 115   5  16  27  38  49  60  71 
 81  92 103 114   4  15  26  37  48  59  70 
 80  91 102 113   3  14  25  36  47  58  69 
 79  90 101 112   2  13  24  35  46  57  68 
 78  89 100 111   1  12  23  34  45  56  67 
 77  88  99 110   0  11  22  33  44  55  66 
 87  98 109 120  10  21  32  43  54  65  76 
 86  97 108 119   9  20  31  42  53  64  75 
 85  96 107 118   8  19  30  41  52  63  74 
 84  95 106 117   7  18  29  40  51  62  73 

 72  61  50  39  28  17   6 116 105  94  83 
 71  60  49  38  27  16   5 115 104  93  82 
 70  59  48  37  26  15   4 114 103  92  81 
 69  58  47  36  25  14   3 113 102  91  80 
 68  57  46  35  24  13   2 112 101  90  79 
 67  56  45  34  23  12   1 111 100  89  78 
 66  55  44  33  22  11   0 110  99  88  77 
 76  65  54  43  32  21  10 120 109  98  87 
 75  64  53  42  31  20   9 119 108  97  86 
 74  63  52  41  30  19   8 118 107  96  85 
 73  62  51  40  29  18   7 117 106  95  84 

 85  86  87  77  78  79  80  81  82  83  84 
 96  97  98  88  89  90  91  92  93  94  95 
107 108 109  99 100 101 102 103 104 105 106 
118 119 120 110 111 112 113 114 115 116 117 
  8   9  10   0   1   2   3   4   5   6   7 
 19  20  21  11  12  13  14  15  16  17  18 
 30  31  32  22  23  24  25  26  27  28  29 
 41  42  43  33  34  35  36  37  38  39  40 
 52  53  54  44  45  46  47  48  49  50  51 
 63  64  65  55  56  57  58  59  60  61  62 
 74  75  76  66  67  68  69  70  71  72  73 

 84  83  82  81  80  79  78  77  87  86  85 
 95  94  93  92  91  90  89  88  98  97  96 
106 105 104 103 102 101 100  99 109 108 107 
117 116 115 114 113 112 111 110 120 119 118 
  7   6   5   4   3   2   1   0  10   9   8 
 18  17  16  15  14  13  12  11  21  20  19 
 29  28  27  26  25  24  23  22  32  31  30 
 40  39  38  37  36  35  34  33  43  42  41 
 51  50  49  48  47  46  45  44  54  53  52 
 62  61  60  59  58  57  56  55  65  64  63 
 73  72  71  70  69  68  67  66  76  75  74 

 74  75  76  66  67  68  69  70  71  72  73 
 63  64  65  55  56  57  58  59  60  61  62 
 52  53  54  44  45  46  47  48  49  50  51 
 41  42  43  33  34  35  36  37  38  39  40 
 30  31  32  22  23  24  25  26  27  28  29 
 19  20  21  11  12  13  14  15  16  17  18 
  8   9  10   0   1   2   3   4   5   6   7 
118 119 120 110 111 112 113 114 115 116 117 
107 108 109  99 100 101 102 103 104 105 106 
 96  97  98  88  89  90  91  92  93  94  95 
 85  86  87  77  78  79  80  81  82  83  84 

 73  72  71  70  69  68  67  66  76  75  74 
 62  61  60  59  58  57  56  55  65  64  63 
 51  50  49  48  47  46  45  44  54  53  52 
 40  39  38  37  36  35  34  33  43  42  41 
 29  28  27  26  25  24  23  22  32  31  30 
 18  17  16  15  14  13  12  11  21  20  19 
  7   6   5   4   3   2   1   0  10   9   8 
117 116 115 114 113 112 111 110 120 119 118 
106 105 104 103 102 101 100  99 109 108 107 
 95  94  93  92  91  90  89  88  98  97  96 
 84  83  82  81  80  79  78  77  87  86  85 

 95 106 117   7  18  29  40  51  62  73  84 
 96 107 118   8  19  30  41  52  63  74  85 
 97 108 119   9  20  31  42  53  64  75  86 
 98 109 120  10  21  32  43  54  65  76  87 
 88  99 110   0  11  22  33  44  55  66  77 
 89 100 111   1  12  23  34  45  56  67  78 
 90 101 112   2  13  24  35  46  57  68  79 
 91 102 113   3  14  25  36  47  58  69  80 
 92 103 114   4  15  26  37  48  59  70  81 
 93 104 115   5  16  27  38  49  60  71  82 
 94 105 116   6  17  28  39  50  61  72  83 

 84  73  62  51  40  29  18   7 117 106  95 
 85  74  63  52  41  30  19   8 118 107  96 
 86  75  64  53  42  31  20   9 119 108  97 
 87  76  65  54  43  32  21  10 120 109  98 
 77  66  55  44  33  22  11   0 110  99  88 
 78  67  56  45  34  23  12   1 111 100  89 
 79  68  57  46  35  24  13   2 112 101  90 
 80  69  58  47  36  25  14   3 113 102  91 
 81  70  59  48  37  26  15   4 114 103  92 
 82  71  60  49  38  27  16   5 115 104  93 
 83  72  61  50  39  28  17   6 116 105  94 

 94 105 116   6  17  28  39  50  61  72  83 
 93 104 115   5  16  27  38  49  60  71  82 
 92 103 114   4  15  26  37  48  59  70  81 
 91 102 113   3  14  25  36  47  58  69  80 
 90 101 112   2  13  24  35  46  57  68  79 
 89 100 111   1  12  23  34  45  56  67  78 
 88  99 110   0  11  22  33  44  55  66  77 
 98 109 120  10  21  32  43  54  65  76  87 
 97 108 119   9  20  31  42  53  64  75  86 
 96 107 118   8  19  30  41  52  63  74  85 
 95 106 117   7  18  29  40  51  62  73  84 

 83  72  61  50  39  28  17   6 116 105  94 
 82  71  60  49  38  27  16   5 115 104  93 
 81  70  59  48  37  26  15   4 114 103  92 
 80  69  58  47  36  25  14   3 113 102  91 
 79  68  57  46  35  24  13   2 112 101  90 
 78  67  56  45  34  23  12   1 111 100  89 
 77  66  55  44  33  22  11   0 110  99  88 
 87  76  65  54  43  32  21  10 120 109  98 
 86  75  64  53  42  31  20   9 119 108  97 
 85  74  63  52  41  30  19   8 118 107  96 
 84  73  62  51  40  29  18   7 117 106  95 

 86  87  77  78  79  80  81  82  83  84  85 
 97  98  88  89  90  91  92  93  94  95  96 
108 109  99 100 101 102 103 104 105 106 107 
119 120 110 111 112 113 114 115 116 117 118 
  9  10   0   1   2   3   4   5   6   7   8 
 20  21  11  12  13  14  15  16  17  18  19 
 31  32  22  23  24  25  26  27  28  29  30 
 42  43  33  34  35  36  37  38  39  40  41 
 53  54  44  45  46  47  48  49  50  51  52 
 64  65  55  56  57  58  59  60  61  62  63 
 75  76  66  67  68  69  70  71  72  73  74 

 85  84  83  82  81  80  79  78  77  87  86 
 96  95  94  93  92  91  90  89  88  98  97 
107 106 105 104 103 102 101 100  99 109 108 
118 117 116 115 114 113 112 111 110 120 119 
  8   7   6   5   4   3   2   1   0  10   9 
 19  18  17  16  15  14  13  12  11  21  20 
 30  29  28  27  26  25  24  23  22  32  31 
 41  40  39  38  37  36  35  34  33  43  42 
 52  51  50  49  48  47  46  45  44  54  53 
 63  62  61  60  59  58  57  56  55  65  64 
 74  73  72  71  70  69  68  67  66  76  75 

 75  76  66  67  68  69  70  71  72  73  74 
 64  65  55  56  57  58  59  60  61  62  63 
 53  54  44  45  46  47  48  49  50  51  52 
 42  43  33  34  35  36  37  38  39  40  41 
 31  32  22  23  24  25  26  27  28  29  30 
 20  21  11  12  13  14  15  16  17  18  19 
  9  10   0   1   2   3   4   5   6   7   8 
119 120 110 111 112 113 114 115 116 117 118 
108 109  99 100 101 102 103 104 105 106 107 
 97  98  88  89  90  91  92  93  94  95  96 
 86  87  77  78  79  80  81  82  83  84  85 

 74  73  72  71  70  69  68  67  66  76  75 
 63  62  61  60  59  58  57  56  55  65  64 
 52  51  50  49  48  47  46  45  44  54  53 
 41  40  39  38  37  36  35  34  33  43  42 
 30  29  28  27  26  25  24  23  22  32  31 
 19  18  17  16  15  14  13  12  11  21  20 
  8   7   6   5   4   3   2   1   0  10   9 
118 117 116 115 114 113 112 111 110 120 119 
107 106 105 104 103 102 101 100  99 109 108 
 96  95  94  93  92  91  90  89  88  98  97 
 85  84  83  82  81  80  79  78  77  87  86 

106 117   7  18  29  40  51  62  73  84  95 
107 118   8  19  30  41  52  63  74  85  96 
108 119   9  20  31  42  53  64  75  86  97 
109 120  10  21  32  43  54  65  76  87  98 
 99 110   0  11  22  33  44  55  66  77  88 
100 111   1  12  23  34  45  56  67  78  89 
101 112   2  13  24  35  46  57  68  79  90 
102 113   3  14  25  36  47  58  69  80  91 
103 114   4  15  26  37  48  59  70  81  92 
104 115   5  16  27  38  49  60  71  82  93 
105 116   6  17  28  39  50  61  72  83  94 

 95  84  73  62  51  40  29  18   7 117 106 
 96  85  74  63  52  41  30  19   8 118 107 
 97  86  75  64  53  42  31  20   9 119 108 
 98  87  76  65  54  43  32  21  10 120 109 
 88  77  66  55  44  33  22  11   0 110  99 
 89  78  67  56  45  34  23  12   1 111 100 
 90  79  68  57  46  35  24  13   2 112 101 
 91  80  69  58  47  36  25  14   3 113 102 
 92  81  70  59  48  37  26  15   4 114 103 
 93  82  71  60  49  38  27  16   5 115 104 
 94  83  72  61  50  39  28  17   6 116 105 

105 116   6  17  28  39  50  61  72  83  94 
104 115   5  16  27  38  49  60  71  82  93 
103 114   4  15  26  37  48  59  70  81  92 
102 113   3  14  25  36  47  58  69  80  91 
101 112   2  13  24  35  46  57  68  79  90 
100 111   1  12  23  34  45  56  67  78  89 
 99 110   0  11  22  33  44  55  66  77  88 
109 120  10  21  32  43  54  65  76  87  98 
108 119   9  20  31  42  53  64  75  86  97 
107 118   8  19  30  41  52  63  74  85  96 
106 117   7  18  29  40  51  62  73  84  95 

 94  83  72  61  50  39  28  17   6 116 105 
 93  82  71  60  49  38  27  16   5 115 104 
 92  81  70  59  48  37  26  15   4 114 103 
 91  80  69  58  47  36  25  14   3 113 102 
 90  79  68  57  46  35  24  13   2 112 101 
 89  78  67  56  45  34  23  12   1 111 100 
 88  77  66  55  44  33  22  11   0 110  99 
 98  87  76  65  54  43  32  21  10 120 109 
 97  86  75  64  53  42  31  20   9 119 108 
 96  85  74  63  52  41  30  19   8 118 107 
 95  84  73  62  51  40  29  18   7 117 106 

 87  77  78  79  80  81  82  83  84  85  86 
 98  88  89  90  91  92  93  94  95  96  97 
109  99 100 101 102 103 104 105 106 107 108 
120 110 111 112 113 114 115 116 117 118 119 
 10   0   1   2   3   4   5   6   7   8   9 
 21  11  12  13  14  15  16  17  18  19  20 
 32  22  23  24  25  26  27  28  29  30  31 
 43  33  34  35  36  37  38  39  40  41  42 
 54  44  45  46  47  48  49  50  51  52  53 
 65  55  56  57  58  59  60  61  62  63  64 
 76  66  67  68  69  70  71  72  73  74  75 

 86  85  84  83  82  81  80  79  78  77  87 
 97  96  95  94  93  92  91  90  89  88  98 
108 107 106 105 104 103 102 101 100  99 109 
119 118 117 116 115 114 113 112 111 110 120 
  9   8   7   6   5   4   3   2   1   0  10 
 20  19  18  17  16  15  14  13  12  11  21 
 31  30  29  28  27  26  25  24  23  22  32 
 42  41  40  39  38  37  36  35  34  33  43 
 53  52  51  50  49  48  47  46  45  44  54 
 64  63  62  61  60  59  58  57  56  55  65 
 75  74  73  72  71  70  69  68  67  66  76 

 76  66  67  68  69  70  71  72  73  74  75 
 65  55  56  57  58  59  60  61  62  63  64 
 54  44  45  46  47  48  49  50  51  52  53 
 43  33  34  35  36  37  38  39  40  41  42 
 32  22  23  24  25  26  27  28  29  30  31 
 21  11  12  13  14  15  16  17  18  19  20 
 10   0   1   2   3   4   5   6   7   8   9 
120 110 111 112 113 114 115 116 117 118 119 
109  99 100 101 102 103 104 105 106 107 108 
 98  88  89  90  91  92  93  94  95  96  97 
 87  77  78  79  80  81  82  83  84  85  86 

 75  74  73  72  71  70  69  68  67  66  76 
 64  63  62  61  60  59  58  57  56  55  65 
 53  52  51  50  49  48  47  46  45  44  54 
 42  41  40  39  38  37  36  35  34  33  43 
 31  30  29  28  27  26  25  24  23  22  32 
 20  19  18  17  16  15  14  13  12  11  21 
  9   8   7   6   5   4   3   2   1   0  10 
119 118 117 116 115 114 113 112 111 110 120 
108 107 106 105 104 103 102 101 100  99 109 
 97  96  95  94  93  92  91  90  89  88  98 
 86  85  84  83  82  81  80  79  78  77  87 

117   7  18  29  40  51  62  73  84  95 106 
118   8  19  30  41  52  63  74  85  96 107 
119   9  20  31  42  53  64  75  86  97 108 
120  10  21  32  43  54  65  76  87  98 109 
110   0  11  22  33  44  55  66  77  88  99 
111   1  12  23  34  45  56  67  78  89 100 
112   2  13  24  35  46  57  68  79  90 101 
113   3  14  25  36  47  58  69  80  91 102 
114   4  15  26  37  48  59  70  81  92 103 
115   5  16  27  38  49  60  71  82  93 104 
116   6  17  28  39  50  61  72  83  94 105 

106  95  84  73  62  51  40  29  18   7 117 
107  96  85  74  63  52  41  30  19   8 118 
108  97  86  75  64  53  42  31  20   9 119 
109  98  87  76  65  54  43  32  21  10 120 
 99  88  77  66  55  44  33  22  11   0 110 
100  89  78  67  56  45  34  23  12   1 111 
101  90  79  68  57  46  35  24  13   2 112 
102  91  80  69  58  47  36  25  14   3 113 
103  92  81  70  59  48  37  26  15   4 114 
104  93  82  71  60  49  38  27  16   5 115 
105  94  83  72  61  50  39  28  17   6 116 

116   6  17  28  39  50  61  72  83  94 105 
115   5  16  27  38  49  60  71  82  93 104 
114   4  15  26  37  48  59  70  81  92 103 
113   3  14  25  36  47  58  69  80  91 102 
112   2  13  24  35  46  57  68  79  90 101 
111   1  12  23  34  45  56  67  78  89 100 
110   0  11  22  33  44  55  66  77  88  99 
120  10  21  32  43  54  65  76  87  98 109 
119   9  20  31  42  53  64  75  86  97 108 
118   8  19  30  41  52  63  74  85  96 107 
117   7  18  29  40  51  62  73  84  95 106 

105  94  83  72  61  50  39  28  17   6 116 
104  93  82  71  60  49  38  27  16   5 115 
103  92  81  70  59  48  37  26  15   4 114 
102  91  80  69  58  47  36  25  14   3 113 
101  90  79  68  57  46  35  24  13   2 112 
100  89  78  67  56  45  34  23  12   1 111 
 99  88  77  66  55  44  33  22  11   0 110 
109  98  87  76  65  54  43  32  21  10 120 
108  97  86  75  64  53  42  31  20   9 119 
107  96  85  74  63  52  41  30  19   8 118 
106  95  84  73  62  51  40  29  18   7 117 

 88  89  90  91  92  93  94  95  96  97  98 
 99 100 101 102 103 104 105 106 107 108 109 
110 111 112 113 114 115 116 117 118 119 120 
  0   1   2   3   4   5   6   7   8   9  10 
 11  12  13  14  15  16  17  18  19  20  21 
 22  23  24  25  26  27  28  29  30  31  32 
 33  34  35  36  37  38  39  40  41  42  43 
 44  45  46  47  48  49  50  51  52  53  54 
 55  56  57  58  59  60  61  62  63  64  65 
 66  67  68  69  70  71  72  73  74  75  76 
 77  78  79  80  81  82  83  84  85  86  87 

 98  97  96  95  94  93  92  91  90  89  88 
109 108 107 106 105 104 103 102 101 100  99 
120 119 118 117 116 115 114 113 112 111 110 
 10   9   8   7   6   5   4   3   2   1   0 
 21  20  19  18  17  16  15  14  13  12  11 
 32  31  30  29  28  27  26  25  24  23  22 
 43  42  41  40  39  38  37  36  35  34  33 
 54  53  52  51  50  49  48  47  46  45  44 
 65  64  63  62  61  60  59  58  57  56  55 
 76  75  74  73  72  71  70  69  68  67  66 
 87  86  85  84  83  82  81  80  79  78  77 

 77  78  79  80  81  82  83  84  85  86  87 
 66  67  68  69  70  71  72  73  74  75  76 
 55  56  57  58  59  60  61  62  63  64  65 
 44  45  46  47  48  49  50  51  52  53  54 
 33  34  35  36  37  38  39  40  41  42  43 
 22  23  24  25  26  27  28  29  30  31  32 
 11  12  13  14  15  16  17  18  19  20  21 
  0   1   2   3   4   5   6   7   8   9  10 
110 111 112 113 114 115 116 117 118 119 120 
 99 100 101 102 103 104 105 106 107 108 109 
